,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Gender_Male,Married_Yes,Self_Employed_Yes,Loan_Status_Y,Total_income
335,0,1,5503,4490.0,70.0,342.0,1.0,2,1,1,1,1,9993.0
336,1,1,5250,688.0,160.0,360.0,1.0,1,1,1,0,1,5938.0
337,2,1,2500,4600.0,176.0,360.0,1.0,1,1,1,1,1,7100.0
338,3,0,1830,0.0,146.41216216216216,360.0,0.0,3,0,0,0,0,1830.0
339,0,1,4160,0.0,71.0,360.0,1.0,2,0,0,0,1,4160.0
340,3,0,2647,1587.0,173.0,360.0,1.0,1,1,1,0,0,4234.0
341,0,1,2378,0.0,46.0,360.0,1.0,1,0,0,0,0,2378.0
342,1,0,4554,1229.0,158.0,360.0,1.0,3,1,1,0,1,5783.0
343,3,0,3173,0.0,74.0,360.0,1.0,2,1,1,0,1,3173.0
344,2,1,2583,2330.0,125.0,360.0,1.0,1,1,1,0,1,4913.0
345,0,1,2499,2458.0,160.0,360.0,1.0,2,1,1,0,1,4957.0
346,0,0,3523,3230.0,152.0,360.0,0.0,1,1,1,0,0,6753.0
347,2,0,3083,2168.0,126.0,360.0,1.0,3,1,1,0,1,5251.0
348,0,1,6333,4583.0,259.0,360.0,0.8421985815602837,2,1,1,0,1,10916.0
349,0,1,2625,6250.0,187.0,360.0,1.0,1,1,1,0,1,8875.0
350,0,1,9083,0.0,228.0,360.0,1.0,2,1,1,0,1,9083.0
351,0,1,8750,4167.0,308.0,360.0,1.0,1,1,0,0,0,12917.0
352,3,1,2666,2083.0,95.0,360.0,1.0,1,1,1,0,1,4749.0
353,0,1,5500,0.0,105.0,360.0,0.0,1,0,1,1,0,5500.0
354,0,1,2423,505.0,130.0,360.0,1.0,2,0,1,0,1,2928.0
355,0,1,3813,0.0,116.0,180.0,1.0,3,0,0,0,1,3813.0
356,2,1,8333,3167.0,165.0,360.0,1.0,1,1,1,0,1,11500.0
357,1,1,3875,0.0,67.0,360.0,1.0,3,1,1,0,0,3875.0
358,0,0,3000,1666.0,100.0,480.0,0.0,3,1,1,0,0,4666.0
359,3,1,5167,3167.0,200.0,360.0,1.0,2,1,1,0,1,8334.0
360,1,1,4723,0.0,81.0,360.0,1.0,2,0,0,0,0,4723.0
361,2,1,5000,3667.0,236.0,360.0,1.0,2,1,1,0,1,8667.0
362,0,1,4750,2333.0,130.0,360.0,1.0,3,1,1,0,1,7083.0
363,0,1,3013,3033.0,95.0,300.0,0.8421985815602837,3,1,1,0,1,6046.0
364,0,1,6822,0.0,141.0,360.0,1.0,1,1,0,1,1,6822.0
365,0,0,6216,0.0,133.0,360.0,1.0,1,1,0,0,0,6216.0
366,0,1,2500,0.0,96.0,480.0,1.0,2,1,0,0,0,2500.0
367,0,1,5124,0.0,124.0,342.0,0.0,1,1,0,0,0,5124.0
368,1,1,6325,0.0,175.0,360.0,1.0,2,1,1,0,1,6325.0
369,0,1,19730,5266.0,570.0,360.0,1.0,1,1,1,0,0,24996.0
370,0,1,15759,0.0,55.0,360.0,1.0,2,0,0,1,1,15759.0
371,2,1,5185,0.0,155.0,360.0,1.0,2,1,1,0,1,5185.0
372,2,1,9323,7873.0,380.0,300.0,1.0,1,1,1,1,1,17196.0
373,1,1,3062,1987.0,111.0,180.0,0.0,3,1,0,0,0,5049.0
374,0,1,2764,1459.0,110.0,360.0,1.0,3,0,0,0,1,4223.0
375,0,1,4817,923.0,120.0,180.0,1.0,3,1,1,0,1,5740.0
376,3,1,8750,4996.0,130.0,360.0,1.0,1,1,1,0,1,13746.0
377,0,1,4310,0.0,130.0,360.0,0.8421985815602837,2,1,1,0,1,4310.0
378,0,1,3069,0.0,71.0,480.0,1.0,3,1,0,0,0,3069.0
379,2,1,5391,0.0,130.0,360.0,1.0,3,1,1,0,1,5391.0
380,0,1,3333,2500.0,128.0,360.0,1.0,2,1,1,0,1,5833.0
381,0,1,5941,4232.0,296.0,360.0,1.0,2,1,0,0,1,10173.0
382,0,1,6000,0.0,156.0,360.0,1.0,3,0,0,0,1,6000.0
383,0,1,7167,0.0,128.0,360.0,1.0,3,1,0,1,1,7167.0
384,2,1,4566,0.0,100.0,360.0,1.0,3,1,1,0,0,4566.0
385,1,1,3667,0.0,113.0,180.0,1.0,3,1,0,0,1,3667.0
386,0,0,2346,1600.0,132.0,360.0,1.0,2,1,0,0,1,3946.0
387,0,0,3010,3136.0,146.41216216216216,360.0,0.0,3,1,1,0,0,6146.0
388,0,1,2333,2417.0,136.0,360.0,1.0,3,1,1,0,1,4750.0
389,0,1,5488,0.0,125.0,360.0,1.0,1,1,1,0,1,5488.0
390,3,1,9167,0.0,185.0,360.0,1.0,1,1,0,0,1,9167.0
391,3,1,9504,0.0,275.0,360.0,1.0,1,1,1,0,1,9504.0
392,0,1,2583,2115.0,120.0,360.0,0.8421985815602837,3,1,1,0,1,4698.0
393,2,0,1993,1625.0,113.0,180.0,1.0,2,1,1,0,1,3618.0
394,2,1,3100,1400.0,113.0,360.0,1.0,3,1,1,0,1,4500.0
395,2,1,3276,484.0,135.0,360.0,0.8421985815602837,2,1,1,0,1,3760.0
396,0,1,3180,0.0,71.0,360.0,0.0,3,0,0,0,0,3180.0
397,0,1,3033,1459.0,95.0,360.0,1.0,3,1,1,0,1,4492.0
398,0,0,3902,1666.0,109.0,360.0,1.0,1,1,0,0,1,5568.0
399,0,1,1500,1800.0,103.0,360.0,0.0,2,0,0,0,0,3300.0
400,2,0,2889,0.0,45.0,180.0,0.0,3,1,1,0,0,2889.0
401,0,0,2755,0.0,65.0,300.0,1.0,1,1,0,0,0,2755.0
402,0,1,2500,20000.0,103.0,360.0,1.0,2,1,0,0,1,22500.0
403,0,0,1963,0.0,53.0,360.0,1.0,2,0,0,0,1,1963.0
404,0,1,7441,0.0,194.0,360.0,1.0,1,0,0,1,0,7441.0
405,0,1,4547,0.0,115.0,360.0,1.0,2,0,0,0,1,4547.0
406,0,0,2167,2400.0,115.0,360.0,1.0,3,1,1,0,1,4567.0
407,0,0,2213,0.0,66.0,360.0,1.0,1,0,0,0,1,2213.0
408,1,1,8300,0.0,152.0,300.0,0.0,2,1,1,0,0,8300.0
409,3,1,81000,0.0,360.0,360.0,0.0,1,1,1,0,0,81000.0
410,1,0,3867,0.0,62.0,360.0,1.0,2,0,0,1,0,3867.0
411,0,1,6256,0.0,160.0,360.0,0.8421985815602837,3,1,1,0,1,6256.0
412,0,0,6096,0.0,218.0,360.0,0.0,1,1,1,0,0,6096.0
413,0,0,2253,2033.0,110.0,360.0,1.0,1,1,1,0,1,4286.0
414,0,0,2149,3237.0,178.0,360.0,0.0,2,0,1,0,0,5386.0
415,0,1,2995,0.0,60.0,360.0,1.0,3,0,0,0,1,2995.0
416,1,1,2600,0.0,160.0,360.0,1.0,3,0,0,0,0,2600.0
417,2,1,1600,20000.0,239.0,360.0,1.0,3,1,1,1,0,21600.0
418,0,1,1025,2773.0,112.0,360.0,1.0,1,1,1,0,1,3798.0
419,0,1,3246,1417.0,138.0,360.0,1.0,2,1,1,0,1,4663.0
420,0,1,5829,0.0,138.0,360.0,1.0,1,1,1,0,1,5829.0
421,0,0,2720,0.0,80.0,342.0,0.0,3,0,0,0,0,2720.0
422,0,1,1820,1719.0,100.0,360.0,1.0,3,1,1,0,1,3539.0
423,1,1,7250,1667.0,110.0,342.0,0.0,3,1,1,0,0,8917.0
424,0,1,14880,0.0,96.0,360.0,1.0,2,1,1,0,1,14880.0
425,0,1,2666,4300.0,121.0,360.0,1.0,1,1,1,0,1,6966.0
426,1,0,4606,0.0,81.0,360.0,1.0,1,0,0,0,0,4606.0
427,2,1,5935,0.0,133.0,360.0,1.0,2,1,1,0,1,5935.0
428,0,1,2920,16.12000084,87.0,360.0,1.0,1,1,1,0,1,2936.12000084
429,0,0,2717,0.0,60.0,180.0,1.0,3,1,0,0,1,2717.0
430,1,1,8624,0.0,150.0,360.0,1.0,2,0,0,1,1,8624.0
431,0,1,6500,0.0,105.0,360.0,0.0,1,1,0,0,0,6500.0
432,0,1,12876,0.0,405.0,360.0,1.0,2,1,0,0,1,12876.0
433,0,1,2425,2340.0,143.0,360.0,1.0,2,1,1,0,1,4765.0
434,0,1,3750,0.0,100.0,360.0,1.0,3,1,0,0,1,3750.0
435,0,1,10047,0.0,146.41216216216216,240.0,1.0,2,0,1,0,1,10047.0
436,0,1,1926,1851.0,50.0,360.0,1.0,2,1,0,0,1,3777.0
437,0,1,2213,1125.0,146.41216216216216,360.0,1.0,3,1,1,0,1,3338.0
438,0,1,10416,0.0,187.0,360.0,0.0,3,1,0,1,0,10416.0
439,0,0,7142,0.0,138.0,360.0,1.0,1,0,1,1,1,7142.0
440,0,1,3660,5064.0,187.0,360.0,1.0,2,1,0,0,1,8724.0
441,0,1,7901,1833.0,180.0,360.0,1.0,1,1,1,0,1,9734.0
442,3,0,4707,1993.0,148.0,360.0,1.0,2,1,0,0,1,6700.0
443,1,1,37719,0.0,152.0,360.0,1.0,2,1,0,0,1,37719.0
444,0,1,7333,8333.0,175.0,300.0,0.8421985815602837,1,1,1,0,1,15666.0
445,1,1,3466,1210.0,130.0,360.0,1.0,1,1,1,1,1,4676.0
446,2,0,4652,0.0,110.0,360.0,1.0,1,1,1,0,1,4652.0
447,0,1,3539,1376.0,55.0,360.0,1.0,1,1,1,0,0,4915.0
448,2,1,3340,1710.0,150.0,360.0,0.0,1,1,1,0,0,5050.0
449,1,0,2769,1542.0,190.0,360.0,0.8421985815602837,2,1,0,1,0,4311.0
450,2,0,2309,1255.0,125.0,360.0,0.0,1,1,1,0,0,3564.0
451,2,0,1958,1456.0,60.0,300.0,0.8421985815602837,3,1,1,0,1,3414.0
452,0,1,3948,1733.0,149.0,360.0,0.0,1,1,1,0,0,5681.0
453,0,1,2483,2466.0,90.0,180.0,0.0,1,1,1,0,1,4949.0
454,0,1,7085,0.0,84.0,360.0,1.0,2,1,0,1,1,7085.0
455,2,1,3859,0.0,96.0,360.0,1.0,2,1,1,0,1,3859.0
456,0,1,4301,0.0,118.0,360.0,1.0,3,1,1,0,1,4301.0
457,0,1,3708,2569.0,173.0,360.0,1.0,3,1,1,0,0,6277.0
458,2,1,4354,0.0,136.0,360.0,1.0,1,1,0,0,1,4354.0
459,0,1,8334,0.0,160.0,360.0,1.0,2,1,1,0,0,8334.0
460,0,1,2083,4083.0,160.0,360.0,0.8421985815602837,2,1,1,1,1,6166.0
461,3,1,7740,0.0,128.0,180.0,1.0,3,1,1,0,1,7740.0
462,0,1,3015,2188.0,153.0,360.0,1.0,1,1,1,0,1,5203.0
463,1,0,5191,0.0,132.0,360.0,1.0,2,0,0,0,1,5191.0
464,0,1,4166,0.0,98.0,360.0,0.0,2,1,0,0,0,4166.0
465,0,1,6000,0.0,140.0,360.0,1.0,1,1,0,0,1,6000.0
466,3,0,2947,1664.0,70.0,180.0,0.0,3,1,1,0,0,4611.0
467,0,1,16692,0.0,110.0,360.0,1.0,2,1,1,0,1,16692.0
468,2,0,210,2917.0,98.0,360.0,1.0,2,0,1,0,1,3127.0
469,0,1,4333,2451.0,110.0,360.0,1.0,3,1,1,0,0,6784.0
470,1,1,3450,2079.0,162.0,360.0,1.0,2,1,1,1,1,5529.0
471,1,0,2653,1500.0,113.0,180.0,0.0,1,1,1,0,0,4153.0
472,3,1,4691,0.0,100.0,360.0,1.0,2,1,1,0,1,4691.0
473,0,1,2500,0.0,93.0,360.0,0.8421985815602837,3,0,0,1,1,2500.0
474,2,1,5532,4648.0,162.0,360.0,1.0,1,1,0,0,1,10180.0
475,2,1,16525,1014.0,150.0,360.0,1.0,1,1,1,1,1,17539.0
476,2,1,6700,1750.0,230.0,300.0,1.0,2,1,1,0,1,8450.0
477,2,1,2873,1872.0,132.0,360.0,0.0,2,1,1,0,0,4745.0
478,1,1,16667,2250.0,86.0,360.0,1.0,2,1,1,1,1,18917.0
479,2,1,2947,1603.0,146.41216216216216,360.0,1.0,3,1,1,0,0,4550.0
480,0,0,4350,0.0,154.0,360.0,1.0,1,0,0,0,1,4350.0
481,3,0,3095,0.0,113.0,360.0,1.0,1,1,1,0,1,3095.0
482,0,1,2083,3150.0,128.0,360.0,1.0,2,1,1,0,1,5233.0
483,0,1,10833,0.0,234.0,360.0,1.0,2,1,1,0,1,10833.0
484,2,1,8333,0.0,246.0,360.0,1.0,2,1,1,0,1,8333.0
485,1,0,1958,2436.0,131.0,360.0,1.0,1,1,1,0,1,4394.0
486,2,1,3547,0.0,80.0,360.0,0.0,1,1,0,0,0,3547.0
487,1,1,18333,0.0,500.0,360.0,1.0,3,1,1,0,0,18333.0
488,2,1,4583,2083.0,160.0,360.0,1.0,2,1,1,1,1,6666.0
489,0,1,2435,0.0,75.0,360.0,1.0,3,1,0,0,0,2435.0
490,0,0,2699,2785.0,96.0,360.0,0.8421985815602837,2,1,0,0,1,5484.0
491,1,0,5333,1131.0,186.0,360.0,0.8421985815602837,3,1,1,0,1,6464.0
492,0,0,3691,0.0,110.0,360.0,1.0,1,1,0,0,1,3691.0
493,0,0,17263,0.0,225.0,360.0,1.0,2,0,0,1,1,17263.0
494,0,1,3597,2157.0,119.0,360.0,0.0,1,1,1,0,0,5754.0
495,1,1,3326,913.0,105.0,84.0,1.0,2,0,1,0,1,4239.0
496,0,0,2600,1700.0,107.0,360.0,1.0,1,1,1,0,1,4300.0
497,0,1,4625,2857.0,111.0,12.0,0.8421985815602837,3,1,1,0,1,7482.0
498,1,1,2895,0.0,95.0,360.0,1.0,2,1,1,1,1,2895.0
499,0,1,6283,4416.0,209.0,360.0,0.0,1,1,0,0,0,10699.0
500,0,1,645,3683.0,113.0,480.0,1.0,1,0,0,0,1,4328.0
501,0,1,3159,0.0,100.0,360.0,1.0,2,0,0,0,1,3159.0
502,2,1,4865,5624.0,208.0,360.0,1.0,2,1,1,0,1,10489.0
503,1,0,4050,5302.0,138.0,360.0,0.8421985815602837,1,1,1,0,0,9352.0
504,0,0,3814,1483.0,124.0,300.0,1.0,2,1,1,0,1,5297.0
505,2,1,3510,4416.0,243.0,360.0,1.0,1,1,1,0,1,7926.0
506,0,1,20833,6667.0,480.0,360.0,0.8421985815602837,3,1,1,0,1,27500.0
507,0,1,3583,0.0,96.0,360.0,1.0,3,1,0,0,0,3583.0
508,0,1,2479,3013.0,188.0,360.0,1.0,3,1,1,1,1,5492.0
509,1,1,13262,0.0,40.0,360.0,1.0,3,0,0,0,1,13262.0
510,0,0,3598,1287.0,100.0,360.0,1.0,1,1,0,0,0,4885.0
511,1,1,6065,2004.0,250.0,360.0,1.0,2,1,1,0,1,8069.0
512,2,1,3283,2035.0,148.0,360.0,1.0,3,1,1,0,1,5318.0
513,0,1,2130,6666.0,70.0,180.0,1.0,2,1,1,0,0,8796.0
514,0,1,5815,3666.0,311.0,360.0,1.0,1,1,0,0,0,9481.0
515,3,1,3466,3428.0,150.0,360.0,1.0,1,1,1,0,1,6894.0
516,2,1,2031,1632.0,113.0,480.0,1.0,2,0,1,0,1,3663.0
517,0,0,3074,1800.0,123.0,360.0,0.0,2,1,1,0,0,4874.0
518,0,1,4683,1915.0,185.0,360.0,1.0,2,1,0,0,0,6598.0
519,0,0,3400,0.0,95.0,360.0,1.0,1,0,0,0,0,3400.0
520,2,0,2192,1742.0,45.0,360.0,1.0,2,1,1,0,1,3934.0
521,0,1,2500,0.0,55.0,360.0,1.0,2,1,0,0,1,2500.0
522,3,1,5677,1424.0,100.0,360.0,1.0,1,1,1,1,1,7101.0
523,2,1,7948,7166.0,480.0,360.0,1.0,1,1,1,1,1,15114.0
524,0,1,4680,2087.0,146.41216216216216,360.0,1.0,2,1,0,0,0,6767.0
525,2,1,17500,0.0,400.0,360.0,1.0,1,1,1,1,1,17500.0
526,0,1,3775,0.0,110.0,360.0,1.0,2,1,1,0,1,3775.0
527,1,0,5285,1430.0,161.0,360.0,0.0,2,1,1,0,1,6715.0
528,1,0,2679,1302.0,94.0,360.0,1.0,2,1,0,0,1,3981.0
529,0,0,6783,0.0,130.0,360.0,1.0,2,1,0,0,1,6783.0
530,0,1,1025,5500.0,216.0,360.0,0.8421985815602837,1,1,1,0,1,6525.0
531,3,1,4281,0.0,100.0,360.0,1.0,3,1,1,0,1,4281.0
532,2,1,3588,0.0,110.0,360.0,0.0,1,1,0,0,0,3588.0
533,1,1,11250,0.0,196.0,360.0,0.8421985815602837,2,1,0,0,0,11250.0
534,0,0,18165,0.0,125.0,360.0,1.0,3,0,0,1,1,18165.0
535,0,0,2550,2042.0,126.0,360.0,1.0,1,1,0,0,1,4592.0
536,0,1,6133,3906.0,324.0,360.0,1.0,3,1,1,0,1,10039.0
537,2,1,3617,0.0,107.0,360.0,1.0,2,1,0,0,1,3617.0
538,0,0,2917,536.0,66.0,360.0,1.0,1,1,1,0,0,3453.0
539,3,1,6417,0.0,157.0,180.0,1.0,1,1,1,0,1,6417.0
540,1,1,4608,2845.0,140.0,180.0,1.0,2,0,1,0,1,7453.0
541,0,1,2138,0.0,99.0,360.0,0.0,2,0,0,0,0,2138.0
542,1,1,3652,0.0,95.0,360.0,1.0,2,0,0,0,1,3652.0
543,1,0,2239,2524.0,128.0,360.0,1.0,3,1,1,0,1,4763.0
544,0,0,3017,663.0,102.0,360.0,0.8421985815602837,2,0,1,0,1,3680.0
545,0,1,2768,1950.0,155.0,360.0,1.0,1,1,1,0,1,4718.0
546,0,0,3358,0.0,80.0,36.0,1.0,2,1,0,0,0,3358.0
547,0,1,2526,1783.0,145.0,360.0,1.0,1,1,0,0,1,4309.0
548,0,1,5000,0.0,103.0,360.0,0.0,2,0,0,0,0,5000.0
549,0,1,2785,2016.0,110.0,360.0,1.0,1,1,1,0,1,4801.0
550,2,1,6633,0.0,146.41216216216216,360.0,0.0,1,1,1,1,0,6633.0
551,1,0,2492,2375.0,146.41216216216216,360.0,1.0,1,1,1,0,1,4867.0
552,1,1,3333,3250.0,158.0,360.0,1.0,3,1,1,0,1,6583.0
553,0,0,2454,2333.0,181.0,360.0,0.0,3,1,1,0,0,4787.0
554,0,1,3593,4266.0,132.0,180.0,0.0,1,1,1,0,0,7859.0
555,1,1,5468,1032.0,26.0,360.0,1.0,2,1,1,0,1,6500.0
556,0,1,2667,1625.0,84.0,360.0,0.8421985815602837,3,0,0,0,1,4292.0
557,3,1,10139,0.0,260.0,360.0,1.0,2,1,1,1,1,10139.0
558,0,1,3887,2669.0,162.0,360.0,1.0,2,1,1,0,1,6556.0
559,0,1,4180,2306.0,182.0,360.0,1.0,2,0,1,0,1,6486.0
560,2,0,3675,242.0,108.0,360.0,1.0,2,1,1,0,1,3917.0
561,1,1,19484,0.0,600.0,360.0,1.0,2,0,1,1,1,19484.0
562,0,1,5923,2054.0,211.0,360.0,1.0,1,1,1,0,1,7977.0
563,0,0,5800,0.0,132.0,360.0,1.0,2,1,0,1,1,5800.0
564,2,1,8799,0.0,258.0,360.0,0.0,3,1,1,0,0,8799.0
565,0,0,4467,0.0,120.0,360.0,0.8421985815602837,1,1,1,0,1,4467.0
566,0,1,3333,0.0,70.0,360.0,1.0,3,1,0,0,1,3333.0
567,3,1,3400,2500.0,123.0,360.0,0.0,1,1,1,0,0,5900.0
568,0,1,2378,0.0,9.0,360.0,1.0,3,0,0,0,0,2378.0
569,0,1,3166,2064.0,104.0,360.0,0.0,3,1,1,0,0,5230.0
570,1,1,3417,1750.0,186.0,360.0,1.0,3,1,1,0,1,5167.0
571,0,1,5116,1451.0,165.0,360.0,0.0,3,1,1,0,0,6567.0
572,2,1,16666,0.0,275.0,360.0,1.0,3,1,1,0,1,16666.0
573,2,0,6125,1625.0,187.0,480.0,1.0,2,1,1,0,0,7750.0
574,3,1,6406,0.0,150.0,360.0,1.0,2,1,1,0,0,6406.0
575,2,1,3159,461.0,108.0,84.0,1.0,3,1,1,0,1,3620.0
576,0,1,3087,2210.0,136.0,360.0,0.0,2,1,1,0,0,5297.0
577,0,1,3229,2739.0,110.0,360.0,1.0,3,1,0,0,1,5968.0
578,1,1,1782,2232.0,107.0,360.0,1.0,1,1,1,0,1,4014.0
579,0,1,3182,2917.0,161.0,360.0,1.0,3,1,0,0,1,6099.0
580,2,1,6540,0.0,205.0,360.0,1.0,2,1,1,0,1,6540.0
581,0,1,1836,33837.0,90.0,360.0,1.0,3,1,0,0,0,35673.0
582,0,1,3166,0.0,36.0,360.0,1.0,2,0,1,0,1,3166.0
583,1,1,1880,0.0,61.0,360.0,0.8421985815602837,1,1,1,0,0,1880.0
584,1,1,2787,1917.0,146.0,360.0,0.0,1,1,1,0,0,4704.0
585,1,1,4283,3000.0,172.0,84.0,1.0,1,1,1,0,0,7283.0
586,0,1,2297,1522.0,104.0,360.0,1.0,3,1,1,0,1,3819.0
587,0,0,2165,0.0,70.0,360.0,1.0,2,0,0,0,1,2165.0
588,0,1,4750,0.0,94.0,360.0,1.0,2,1,0,0,1,4750.0
589,2,1,2726,0.0,106.0,360.0,0.0,2,1,1,1,0,2726.0
590,0,1,3000,3416.0,56.0,180.0,1.0,2,1,1,0,1,6416.0
591,2,1,6000,0.0,205.0,240.0,1.0,2,1,1,1,0,6000.0
592,3,1,9357,0.0,292.0,360.0,1.0,2,1,0,1,1,9357.0
593,0,1,3859,3300.0,142.0,180.0,1.0,1,1,1,0,1,7159.0
594,0,1,16120,0.0,260.0,360.0,1.0,3,1,1,1,1,16120.0
595,0,0,3833,0.0,110.0,360.0,1.0,1,1,0,0,1,3833.0
596,2,0,6383,1000.0,187.0,360.0,1.0,1,1,1,1,0,7383.0
597,0,1,2987,0.0,88.0,360.0,0.0,2,1,0,0,0,2987.0
598,0,1,9963,0.0,180.0,360.0,1.0,1,1,1,1,1,9963.0
599,2,1,5780,0.0,192.0,360.0,1.0,3,1,1,0,1,5780.0
600,3,1,416,41667.0,350.0,180.0,0.8421985815602837,3,0,0,0,0,42083.0
601,0,0,2894,2792.0,155.0,360.0,1.0,1,1,1,0,1,5686.0
602,3,1,5703,0.0,128.0,360.0,1.0,3,1,1,0,1,5703.0
603,0,1,3676,4301.0,172.0,360.0,1.0,1,1,0,0,1,7977.0
604,1,1,12000,0.0,496.0,360.0,1.0,2,0,1,0,1,12000.0
605,0,0,2400,3800.0,146.41216216216216,180.0,1.0,3,1,1,0,0,6200.0
606,1,1,3400,2500.0,173.0,360.0,1.0,2,1,1,0,1,5900.0
607,2,0,3987,1411.0,157.0,360.0,1.0,1,1,1,0,1,5398.0
608,0,1,3232,1950.0,108.0,360.0,1.0,1,1,1,0,1,5182.0
609,0,1,2900,0.0,71.0,360.0,1.0,1,0,0,0,1,2900.0
610,3,1,4106,0.0,40.0,180.0,1.0,1,1,1,0,1,4106.0
611,1,1,8072,240.0,253.0,360.0,1.0,3,1,1,0,1,8312.0
612,2,1,7583,0.0,187.0,360.0,1.0,3,1,1,0,1,7583.0
613,0,1,4583,0.0,133.0,360.0,0.0,2,0,0,1,0,4583.0
